name,fabric_name,weave,width,weight_feel_suitability,content,design_name_color,shipping_weight,design_no,price_text,ragular_price,categories,short_description,long_description,images,tags,manage_stock,stock,status
Printed Chanderi Fabric-2358420,Printed Chanderi Fabric,Plain,44 Inches,"Lightweight & Sheer fabric/ Suitable for making dresses, saree, stoles, dupatta, blouses, skirts, lehenga, suits, kurti and more.",70% PES 30% PA,Red & White,0.15,2358420,390 per meter,390,polyester-fabrics>prints | prints>chanderi | latest-fabrics | spring-summer,"Commonly used for making or designing shirts, skirts, suits, sarees, ethnic wear, dresses, scarves, blouses, kurti etc.","Chanderi fabric, made from blend of polyamide and polyester. Chanderi fabric is a lightweight, silky and comfortable weave, it has a soft hand-feel and a sturdy, silken drape, along with a versatility that makes it suitable for an extended variety of garment uses. Commonly used for making dresses.","2358420-(4).jpg, 2358420-(2).jpg, 2358420-(3).jpg","printed chanderi fabrics, chanderi prints, digitals, digital prints, fabric for saree, fabric for suits, fabric for kurti, fabric for blouses, fabric for kurti, distorted stripes, red, 2358420",no ,in_stock,published 
Printed Georgette Fabric-2353020-4,Printed Georgette,Plain,44 Inches,"Lightweight & semi sheer/ suitable for making sarees, suits, kurti, dupatta, stoles, kaftan, tops and more.",100% Polyester,Multicolour,0.15,2353020-4,400 per meter,400,polyester-fabrics>prints | prints>digitals | latest-fabrics | spring-summer,"Printed georgette fabric is suitable for making saree, suits, dresses, flowy gowns, kaftan, tops, skirts, stoles, palazzo and more.","Printed georgette fabric is a polyester based sheer fabric on plain weave. Georgette is known for its lightweight, sheer and wrinkle foree quality. Georgette cloth is woven in highly twisted yarns, which makes it slightly rough to the touch. Suitable for making dresses.","2353020-4-(4).jpg, 2353020-4-(2).jpg, 2353020-4-(3).jpg","polyesters, polyester georgette, polyester fabrics, poly georgette, printed georgette, georgette prints, fabric for saree, fabric for suits, fabric for dresses, fabric for gowns, fabric for tops, fabric for kurti, fabric for dupatta, florals prints, gardens prints, multicolour, 2353020-4",no,in_stock,published 
Printed Georgette Fabric-2353020-5,Printed Georgette,Plain,44 Inches,"Lightweight & semi sheer/ suitable for making sarees, suits, kurti, dupatta, stoles, kaftan, tops and more.",100% Polyester,Multicolour,0.15,2353020-5,400 per meter,400,polyester-fabrics>prints | prints>digitals | latest-fabrics | spring-summer,"Printed georgette fabric is suitable for making saree, suits, dresses, flowy gowns, kaftan, tops, skirts, stoles, palazzo and more.","Printed georgette fabric is a polyester based sheer fabric on plain weave. Georgette is known for its lightweight, sheer and wrinkle foree quality. Georgette cloth is woven in highly twisted yarns, which makes it slightly rough to the touch. Suitable for making dresses.","2353020-5-(4).jpg, 2353020-5-(2).jpg, 2353020-5-(3).jpg","polyesters, polyester georgette, polyester fabrics, poly georgette, printed georgette, georgette prints, fabric for saree, fabric for suits, fabric for dresses, fabric for gowns, fabric for tops, fabric for kurti, fabric for dupatta, florals prints, gardens prints, multicolour, 2353020-5",no,in_stock,published 
Cotton Ikat-4216320,Cotton Ikat ,Plain ,44 Inches ,"Medium thickness fabric/ Used for making dresses, ethnics, tops, kurtis, kurta, gowns, skirts and more.",100% Cotton ,Multicolour,0.2,4216320,220 Per Meter ,220,cotton>ikats | latest-fabrics | spring-summer,"Cotton ikat fabric, suitable for making dresses, skirts, kurta, kurti, traditonal ethnics, ethnic wear, tops, short kurta, tops, long dresses and more.","Cotton ikat fabric is a 100% cotton fiber fabric with indian traditional weaving technique. Ikat, or ikkat, is a dyeing technique used to pattern textiles that employs resist dyeing on the yarns prior to dyeing and weaving the fabric.","4216320-(4).jpg, 4216320-(2).jpg, 4216320-(3).jpg","cotton ikat, ikats, ikat fabric, ikat cotton, cotton prints, printed cottonm ikat prints, ikat design, cotton fabric, fabric for kurtis, fabric for suits, fabric for kurtas, fabric for tops, fabric for blouses, fabric for skirts, fabric for dresses, fabric for ethnic wear, fabric for short kurtas, ikat pattern, black, mustard, 4216320",no ,in_stock,published 
Cotton Ikat-4744420,Cotton Ikat ,Plain ,44 Inches ,"Medium thickness fabric/ Used for making dresses, ethnics, tops, kurtis, kurta, gowns, skirts and more.",100% Cotton ,Black & Grey ,0.2,4744420,220 Per Meter ,220,cotton>ikats | latest-fabrics | spring-summer,"Cotton ikat fabric, suitable for making dresses, skirts, kurta, kurti, traditonal ethnics, ethnic wear, tops, short kurta, tops, long dresses and more.","Cotton ikat fabric is a 100% cotton fiber fabric with indian traditional weaving technique. Ikat, or ikkat, is a dyeing technique used to pattern textiles that employs resist dyeing on the yarns prior to dyeing and weaving the fabric.","4744420-(4).jpg, 4744420-(2).jpg, 4744420-(3).jpg","cotton ikat, ikats, ikat fabric, ikat cotton, cotton prints, printed cottonm ikat prints, ikat design, cotton fabric, fabric for kurtis, fabric for suits, fabric for kurtas, fabric for tops, fabric for blouses, fabric for skirts, fabric for dresses, fabric for ethnic wear, fabric for short kurtas, ikat pattern, black, grey, 4744420",no ,in_stock,published 
Cotton Ikat-4220720,Cotton Ikat ,Plain ,44 Inches ,"Medium thickness fabric/ Used for making dresses, ethnics, tops, kurtis, kurta, gowns, skirts and more.",100% Cotton ,Red ,0.2,4220720,220 Per Meter ,220,cotton>ikats | latest-fabrics | spring-summer,"Cotton ikat fabric, suitable for making dresses, skirts, kurta, kurti, traditonal ethnics, ethnic wear, tops, short kurta, tops, long dresses and more.","Cotton ikat fabric is a 100% cotton fiber fabric with indian traditional weaving technique. Ikat, or ikkat, is a dyeing technique used to pattern textiles that employs resist dyeing on the yarns prior to dyeing and weaving the fabric.","4220720-(4).jpg, 4220720-(2).jpg, 4220720-(3).jpg","cotton ikat, ikats, ikat fabric, ikat cotton, cotton prints, printed cottonm ikat prints, ikat design, cotton fabric, fabric for kurtis, fabric for suits, fabric for kurtas, fabric for tops, fabric for blouses, fabric for skirts, fabric for dresses, fabric for ethnic wear, fabric for short kurtas, ikat pattern, red, yellow,  4220720",no ,in_stock,published 
Cotton Ikat-4573420,Cotton Ikat ,Plain ,44 Inches ,"Medium thickness fabric/ Used for making dresses, ethnics, tops, kurtis, kurta, gowns, skirts and more.",100% Cotton ,White & Grey ,0.2,4573420,220 Per Meter ,220,cotton>ikats | latest-fabrics | spring-summer,"Cotton ikat fabric, suitable for making dresses, skirts, kurta, kurti, traditonal ethnics, ethnic wear, tops, short kurta, tops, long dresses and more.","Cotton ikat fabric is a 100% cotton fiber fabric with indian traditional weaving technique. Ikat, or ikkat, is a dyeing technique used to pattern textiles that employs resist dyeing on the yarns prior to dyeing and weaving the fabric.","4573420-(4).jpg, 4573420-(2).jpg, 4573420-(3).jpg","cotton ikat, ikats, ikat fabric, ikat cotton, cotton prints, printed cottonm ikat prints, ikat design, cotton fabric, fabric for kurtis, fabric for suits, fabric for kurtas, fabric for tops, fabric for blouses, fabric for skirts, fabric for dresses, fabric for ethnic wear, fabric for short kurtas, ikat pattern, white, grey,  4573420",no ,in_stock,published 
Cotton Ikat-4286620,Cotton Ikat ,Plain ,44 Inches ,"Medium thickness fabric/ Used for making dresses, ethnics, tops, kurtis, kurta, gowns, skirts and more.",100% Cotton ,Multicolour,0.2,4286620,220 Per Meter ,220,cotton>ikats | latest-fabrics | spring-summer,"Cotton ikat fabric, suitable for making dresses, skirts, kurta, kurti, traditonal ethnics, ethnic wear, tops, short kurta, tops, long dresses and more.","Cotton ikat fabric is a 100% cotton fiber fabric with indian traditional weaving technique. Ikat, or ikkat, is a dyeing technique used to pattern textiles that employs resist dyeing on the yarns prior to dyeing and weaving the fabric.","4286620-(4).jpg, 4286620-(2).jpg, 4286620-(3).jpg","cotton ikat, ikats, ikat fabric, ikat cotton, cotton prints, printed cottonm ikat prints, ikat design, cotton fabric, fabric for kurtis, fabric for suits, fabric for kurtas, fabric for tops, fabric for blouses, fabric for skirts, fabric for dresses, fabric for ethnic wear, fabric for short kurtas, ikat pattern, green, yellow, white ,  4286620",no ,in_stock,published 
Cotton Ikat-4381020,Cotton Ikat ,Plain ,44 Inches ,"Medium thickness fabric/ Used for making dresses, ethnics, tops, kurtis, kurta, gowns, skirts and more.",100% Cotton ,Multicolour,0.2,4381020,450 Per Meter ,450,cotton>ikats | latest-fabrics | spring-summer,"Cotton ikat fabric, suitable for making dresses, skirts, kurta, kurti, traditonal ethnics, ethnic wear, tops, short kurta, tops, long dresses and more.","Cotton ikat fabric is a 100% cotton fiber fabric with indian traditional weaving technique. Ikat, or ikkat, is a dyeing technique used to pattern textiles that employs resist dyeing on the yarns prior to dyeing and weaving the fabric.","4381020-(4).jpg, 4381020-(2).jpg, 4381020-(3).jpg","cotton ikat, ikats, ikat fabric, ikat cotton, cotton prints, printed cottonm ikat prints, ikat design, cotton fabric, fabric for kurtis, fabric for suits, fabric for kurtas, fabric for tops, fabric for blouses, fabric for skirts, fabric for dresses, fabric for ethnic wear, fabric for short kurtas, ikat pattern, purple, white ,  4381020",no ,in_stock,published 
Cotton Ikat-4220120,Cotton Ikat ,Plain ,44 Inches ,"Medium thickness fabric/ Used for making dresses, ethnics, tops, kurtis, kurta, gowns, skirts and more.",100% Cotton ,Red & White ,0.2,4220120,220 Per Meter ,220,cotton>ikats | latest-fabrics | spring-summer,"Cotton ikat fabric, suitable for making dresses, skirts, kurta, kurti, traditonal ethnics, ethnic wear, tops, short kurta, tops, long dresses and more.","Cotton ikat fabric is a 100% cotton fiber fabric with indian traditional weaving technique. Ikat, or ikkat, is a dyeing technique used to pattern textiles that employs resist dyeing on the yarns prior to dyeing and weaving the fabric.","4220120-(4).jpg, 4220120-(2).jpg, 4220120-(3).jpg","cotton ikat, ikats, ikat fabric, ikat cotton, cotton prints, printed cottonm ikat prints, ikat design, cotton fabric, fabric for kurtis, fabric for suits, fabric for kurtas, fabric for tops, fabric for blouses, fabric for skirts, fabric for dresses, fabric for ethnic wear, fabric for short kurtas, ikat pattern, red, white ,  4220120",no ,in_stock,published 
Cotton Ikat-4359920,Cotton Ikat ,Plain ,44 Inches ,"Medium thickness fabric/ Used for making dresses, ethnics, tops, kurtis, kurta, gowns, skirts and more.",100% Cotton ,Grey & White ,0.2,4359920,440 Per Meter ,440,cotton>ikats | latest-fabrics | spring-summer,"Cotton ikat fabric, suitable for making dresses, skirts, kurta, kurti, traditonal ethnics, ethnic wear, tops, short kurta, tops, long dresses and more.","Cotton ikat fabric is a 100% cotton fiber fabric with indian traditional weaving technique. Ikat, or ikkat, is a dyeing technique used to pattern textiles that employs resist dyeing on the yarns prior to dyeing and weaving the fabric.","4359920-(4).jpg, 4359920-(2).jpg, 4359920-(3).jpg","cotton ikat, ikats, ikat fabric, ikat cotton, cotton prints, printed cottonm ikat prints, ikat design, cotton fabric, fabric for kurtis, fabric for suits, fabric for kurtas, fabric for tops, fabric for blouses, fabric for skirts, fabric for dresses, fabric for ethnic wear, fabric for short kurtas, ikat pattern, grey , white ,  4359920",no ,in_stock,published 
Cotton Ikat-4573320,Cotton Ikat ,Plain ,44 Inches ,"Medium thickness fabric/ Used for making dresses, ethnics, tops, kurtis, kurta, gowns, skirts and more.",100% Cotton ,Multicolour,0.2,4573320,280 Per Meter ,280,cotton>ikats | latest-fabrics | spring-summer,"Cotton ikat fabric, suitable for making dresses, skirts, kurta, kurti, traditonal ethnics, ethnic wear, tops, short kurta, tops, long dresses and more.","Cotton ikat fabric is a 100% cotton fiber fabric with indian traditional weaving technique. Ikat, or ikkat, is a dyeing technique used to pattern textiles that employs resist dyeing on the yarns prior to dyeing and weaving the fabric.","4573320-(4).jpg, 4573320-(2).jpg, 4573320-(3).jpg","cotton ikat, ikats, ikat fabric, ikat cotton, cotton prints, printed cottonm ikat prints, ikat design, cotton fabric, fabric for kurtis, fabric for suits, fabric for kurtas, fabric for tops, fabric for blouses, fabric for skirts, fabric for dresses, fabric for ethnic wear, fabric for short kurtas, ikat pattern, brown, red  4573320",no ,in_stock,published 
Cotton Ikat-4367420,Cotton Ikat ,Plain ,44 Inches ,"Medium thickness fabric/ Used for making dresses, ethnics, tops, kurtis, kurta, gowns, skirts and more.",100% Cotton ,Multicolour,0.2,4367420,220 Per Meter ,220,cotton>ikats | latest-fabrics | spring-summer,"Cotton ikat fabric, suitable for making dresses, skirts, kurta, kurti, traditonal ethnics, ethnic wear, tops, short kurta, tops, long dresses and more.","Cotton ikat fabric is a 100% cotton fiber fabric with indian traditional weaving technique. Ikat, or ikkat, is a dyeing technique used to pattern textiles that employs resist dyeing on the yarns prior to dyeing and weaving the fabric.","4367420-(4).jpg, 4367420-(2).jpg, 4367420-(3).jpg","cotton ikat, ikats, ikat fabric, ikat cotton, cotton prints, printed cottonm ikat prints, ikat design, cotton fabric, fabric for kurtis, fabric for suits, fabric for kurtas, fabric for tops, fabric for blouses, fabric for skirts, fabric for dresses, fabric for ethnic wear, fabric for short kurtas, ikat pattern, brown, red  4367420",no ,in_stock,published 
Cotton Ikat-4407120,Cotton Ikat ,Plain ,44 Inches ,"Medium thickness fabric/ Used for making dresses, ethnics, tops, kurtis, kurta, gowns, skirts and more.",100% Cotton ,yellow ,0.2,4407120,530 Per Meter ,530,cotton>ikats | latest-fabrics | spring-summer,"Cotton ikat fabric, suitable for making dresses, skirts, kurta, kurti, traditonal ethnics, ethnic wear, tops, short kurta, tops, long dresses and more.","Cotton ikat fabric is a 100% cotton fiber fabric with indian traditional weaving technique. Ikat, or ikkat, is a dyeing technique used to pattern textiles that employs resist dyeing on the yarns prior to dyeing and weaving the fabric.","4407120-(4).jpg, 4407120-(2).jpg, 4407120-(3).jpg","cotton ikat, ikats, ikat fabric, ikat cotton, cotton prints, printed cottonm ikat prints, ikat design, cotton fabric, fabric for kurtis, fabric for suits, fabric for kurtas, fabric for tops, fabric for blouses, fabric for skirts, fabric for dresses, fabric for ethnic wear, fabric for short kurtas, ikat pattern, yellow,   4407120",no ,in_stock,published 
Cotton Ikat-4427920,Cotton Ikat ,Plain ,44 Inches ,"Medium thickness fabric/ Used for making dresses, ethnics, tops, kurtis, kurta, gowns, skirts and more.",100% Cotton ,White   ,0.2,4427920,220 Per Meter ,220,cotton>ikats | latest-fabrics | spring-summer,"Cotton ikat fabric, suitable for making dresses, skirts, kurta, kurti, traditonal ethnics, ethnic wear, tops, short kurta, tops, long dresses and more.","Cotton ikat fabric is a 100% cotton fiber fabric with indian traditional weaving technique. Ikat, or ikkat, is a dyeing technique used to pattern textiles that employs resist dyeing on the yarns prior to dyeing and weaving the fabric.","4427920-(4).jpg, 4427920-(2).jpg, 4427920-(3).jpg","cotton ikat, ikats, ikat fabric, ikat cotton, cotton prints, printed cottonm ikat prints, ikat design, cotton fabric, fabric for kurtis, fabric for suits, fabric for kurtas, fabric for tops, fabric for blouses, fabric for skirts, fabric for dresses, fabric for ethnic wear, fabric for short kurtas, ikat pattern, white, blue ,   4427920",no ,in_stock,published 
Cotton Ikat-4336420,Cotton Ikat ,Plain ,44 Inches ,"Medium thickness fabric/ Used for making dresses, ethnics, tops, kurtis, kurta, gowns, skirts and more.",100% Cotton ,Blue  ,0.2,4336420,220 Per Meter ,220,cotton>ikats | latest-fabrics | spring-summer,"Cotton ikat fabric, suitable for making dresses, skirts, kurta, kurti, traditonal ethnics, ethnic wear, tops, short kurta, tops, long dresses and more.","Cotton ikat fabric is a 100% cotton fiber fabric with indian traditional weaving technique. Ikat, or ikkat, is a dyeing technique used to pattern textiles that employs resist dyeing on the yarns prior to dyeing and weaving the fabric.","4336420-(4).jpg, 4336420-(2).jpg, 4336420-(3).jpg","cotton ikat, ikats, ikat fabric, ikat cotton, cotton prints, printed cottonm ikat prints, ikat design, cotton fabric, fabric for kurtis, fabric for suits, fabric for kurtas, fabric for tops, fabric for blouses, fabric for skirts, fabric for dresses, fabric for ethnic wear, fabric for short kurtas, ikat pattern, blue ,   4336420",no ,in_stock,published 
Cotton Ikat-4219820,Cotton Ikat ,Plain ,44 Inches ,"Medium thickness fabric/ Used for making dresses, ethnics, tops, kurtis, kurta, gowns, skirts and more.",100% Cotton ,Red ,0.2,4219820,220 Per Meter ,220,cotton>ikats | latest-fabrics | spring-summer,"Cotton ikat fabric, suitable for making dresses, skirts, kurta, kurti, traditonal ethnics, ethnic wear, tops, short kurta, tops, long dresses and more.","Cotton ikat fabric is a 100% cotton fiber fabric with indian traditional weaving technique. Ikat, or ikkat, is a dyeing technique used to pattern textiles that employs resist dyeing on the yarns prior to dyeing and weaving the fabric.","4219820-(4).jpg, 4219820-(2).jpg, 4219820-(3).jpg","cotton ikat, ikats, ikat fabric, ikat cotton, cotton prints, printed cottonm ikat prints, ikat design, cotton fabric, fabric for kurtis, fabric for suits, fabric for kurtas, fabric for tops, fabric for blouses, fabric for skirts, fabric for dresses, fabric for ethnic wear, fabric for short kurtas, ikat pattern, red ,   4219820",no ,in_stock,published 
Cotton Ikat-4367020,Cotton Ikat ,Plain ,44 Inches ,"Medium thickness fabric/ Used for making dresses, ethnics, tops, kurtis, kurta, gowns, skirts and more.",100% Cotton ,Multicolour,0.2,4367020,280 Per Meter ,280,cotton>ikats | latest-fabrics | spring-summer,"Cotton ikat fabric, suitable for making dresses, skirts, kurta, kurti, traditonal ethnics, ethnic wear, tops, short kurta, tops, long dresses and more.","Cotton ikat fabric is a 100% cotton fiber fabric with indian traditional weaving technique. Ikat, or ikkat, is a dyeing technique used to pattern textiles that employs resist dyeing on the yarns prior to dyeing and weaving the fabric.","4367020-(4).jpg, 4367020-(2).jpg, 4367020-(3).jpg","cotton ikat, ikats, ikat fabric, ikat cotton, cotton prints, printed cottonm ikat prints, ikat design, cotton fabric, fabric for kurtis, fabric for suits, fabric for kurtas, fabric for tops, fabric for blouses, fabric for skirts, fabric for dresses, fabric for ethnic wear, fabric for short kurtas, ikat pattern, maroon, brown ,   4367020",no ,in_stock,published 
Cotton Ikat-4684420,Cotton Ikat ,Plain ,44 Inches ,"Medium thickness fabric/ Used for making dresses, ethnics, tops, kurtis, kurta, gowns, skirts and more.",100% Cotton ,Blue & White ,0.2,4684420,550 Per Meter ,550,cotton>ikats | latest-fabrics | spring-summer,"Cotton ikat fabric, suitable for making dresses, skirts, kurta, kurti, traditonal ethnics, ethnic wear, tops, short kurta, tops, long dresses and more.","Cotton ikat fabric is a 100% cotton fiber fabric with indian traditional weaving technique. Ikat, or ikkat, is a dyeing technique used to pattern textiles that employs resist dyeing on the yarns prior to dyeing and weaving the fabric.","4684420-(4).jpg, 4684420-(2).jpg, 4684420-(3).jpg","cotton ikat, ikats, ikat fabric, ikat cotton, cotton prints, printed cottonm ikat prints, ikat design, cotton fabric, fabric for kurtis, fabric for suits, fabric for kurtas, fabric for tops, fabric for blouses, fabric for skirts, fabric for dresses, fabric for ethnic wear, fabric for short kurtas, ikat pattern, blue, white ,   4684420",no ,in_stock,published 
Cotton Ikat-4381320 ,Cotton Ikat ,Plain ,44 Inches ,"Medium thickness fabric/ Used for making dresses, ethnics, tops, kurtis, kurta, gowns, skirts and more.",100% Cotton ,Orange & Red ,0.2,4381320,450 Per Meter ,450,cotton>ikats | latest-fabrics | spring-summer,"Cotton ikat fabric, suitable for making dresses, skirts, kurta, kurti, traditonal ethnics, ethnic wear, tops, short kurta, tops, long dresses and more.","Cotton ikat fabric is a 100% cotton fiber fabric with indian traditional weaving technique. Ikat, or ikkat, is a dyeing technique used to pattern textiles that employs resist dyeing on the yarns prior to dyeing and weaving the fabric.","4381320-(4).jpg, 4381320-(2).jpg, 4381320-(3).jpg","cotton ikat, ikats, ikat fabric, ikat cotton, cotton prints, printed cottonm ikat prints, ikat design, cotton fabric, fabric for kurtis, fabric for suits, fabric for kurtas, fabric for tops, fabric for blouses, fabric for skirts, fabric for dresses, fabric for ethnic wear, fabric for short kurtas, ikat pattern, orange, red  , 4381320",no ,in_stock,published 
Printed Cotton Flex-5122720,Cotton Flex,Plain ,44 Inches ,"Lightweight & soft/ Used for making dresses, kurtis, blouses, suits, ethnics, blouses etc.",85% Cotton 15% Flex,Off White ,0.2,5122720,220 Per Meter ,220,cotton>cotton-blends | latest-fabrics | spring-summer,"Cotton Flex printed fabric, used for making kurta, shirts, skirts, tops, kurits, dresses, home fursnishing items and for upholstery.","Cotton Flex printed fabric, made from blend of cotton and flex on plain weave. Cotton flex fabric made from blend of cotton and flex on plain weave. Color fastness and excellent finishing are considered some of the main features of these products.","5122720-(4).jpg, 5122720-(2).jpg, 5122720-(3).jpg","cotton flex printed, printed cotton flex, cotton flex, cotton flex fabric, printed cotton fabric, fabric for kurtis, fabric for kurtas, fabric for tops, fabric for skirts, fabric for dresses, fabric for trousers, fabric for coushion covers, fabric for curtains, flex, cotton, off white, black, 5122720",no ,in_stock,published 
Printed Cotton Flex-5123420,Cotton Flex,Plain ,44 Inches ,"Lightweight & soft/ Used for making dresses, kurtis, blouses, suits, ethnics, blouses etc.",85% Cotton 15% Flex,Off White ,0.2,5123420,210 Per Meter ,210,cotton>cotton-blends | latest-fabrics | spring-summer,"Cotton Flex printed fabric, used for making kurta, shirts, skirts, tops, kurits, dresses, home fursnishing items and for upholstery.","Cotton Flex printed fabric, made from blend of cotton and flex on plain weave. Cotton flex fabric made from blend of cotton and flex on plain weave. Color fastness and excellent finishing are considered some of the main features of these products.","5123420-(4).jpg, 5123420-(2).jpg, 5123420-(3).jpg","cotton flex printed, printed cotton flex, cotton flex, cotton flex fabric, printed cotton fabric, fabric for kurtis, fabric for kurtas, fabric for tops, fabric for skirts, fabric for dresses, fabric for trousers, fabric for coushion covers, fabric for curtains, flex, cotton, off white, green , 5123420",no ,in_stock,published 
Printed Cotton Flex-5123320,Cotton Flex,Plain ,44 Inches ,"Lightweight & soft/ Used for making dresses, kurtis, blouses, suits, ethnics, blouses etc.",85% Cotton 15% Flex,Off White ,0.2,5123320,210 Per Meter ,210,cotton>cotton-blends | latest-fabrics | spring-summer,"Cotton Flex printed fabric, used for making kurta, shirts, skirts, tops, kurits, dresses, home fursnishing items and for upholstery.","Cotton Flex printed fabric, made from blend of cotton and flex on plain weave. Cotton flex fabric made from blend of cotton and flex on plain weave. Color fastness and excellent finishing are considered some of the main features of these products.","5123320-(4).jpg, 5123320-(2).jpg, 5123320-(3).jpg","cotton flex printed, printed cotton flex, cotton flex, cotton flex fabric, printed cotton fabric, fabric for kurtis, fabric for kurtas, fabric for tops, fabric for skirts, fabric for dresses, fabric for trousers, fabric for coushion covers, fabric for curtains, flex, cotton, off white, blue, 5123320",no ,in_stock,published 
Block Printed Cotton-4519320,Cotton Cambric ,Plain ,44 Inches ,"Lightweight & Soft/ Suitable for making dresses, skirts, tops, kurti, kurta, dupatta and more.",100% Cotton ,Grey   ,0.2,4519320,180 Per Meter ,180,cotton>prints-cotton | prints>hand-blocks | latest-fabrics | spring-summer,"Block printed cotton fabric, suitable for making dresses, skirts, tops, kurti, kaftan, kids wear, palazzo, cushions and more.","Block printed cotton is a cotton based plain weave lightweight & soft fabric. Woodblock printing on textiles is the process of printing patterns on fabric, by means of incised wooden blocks. It is the earliest, simplest and slowest of all methods of textile printing.","4519320-(4).jpg, 4519320-(2).jpg, 4519320-(3).jpg","block printed cotton, cotton block prints, block print, printed cotton fabric, fabric for kurtis, fabric for kurtas, fabric for tops, fabric for skirts, fabric for dresses, fabric for trousers, cotton cambric, cotton, gray, grey,  4519320",no ,in_stock,published 
Block Printed Cotton-4678220,Cotton Cambric ,Plain ,44 Inches ,"Lightweight & Soft/ Suitable for making dresses, skirts, tops, kurti, kurta, dupatta and more.",100% Cotton ,Multicolour,0.2,4678220,180 Per Meter ,180,cotton>prints-cotton | prints>hand-blocks | latest-fabrics | spring-summer,"Block printed cotton fabric, suitable for making dresses, skirts, tops, kurti, kaftan, kids wear, palazzo, cushions and more.","Block printed cotton is a cotton based plain weave lightweight & soft fabric. Woodblock printing on textiles is the process of printing patterns on fabric, by means of incised wooden blocks. It is the earliest, simplest and slowest of all methods of textile printing.","4678220-(4).jpg, 4678220-(2).jpg, 4678220-(3).jpg","block printed cotton, cotton block prints, block print, printed cotton fabric, fabric for kurtis, fabric for kurtas, fabric for tops, fabric for skirts, fabric for dresses, fabric for trousers, cotton cambric, cotton, gray, grey,  4678220",no ,in_stock,published 
Kalamkari Print-11348-1,Cotton Cambric ,Plain ,44 Inches ,"Lightweight/ Soft Feel/ Used for making suits, kurta, dresses, skirts, tops, blouses, kaftan, palazzo etc.",100% Cotton ,Multicolour,0.2,11348-1,220 Per Meter ,220,cotton>prints-cotton | prints>traditional-ethnics | latest-fabrics | spring-summer,"Kalamkari printed cotton fabric is suitable for making dresses, skirts, kurta, kurti, traditonal ethnics, ethnic wear, tops, short kurta, tops, long dresses and more.",Kalamkari printed fabric is a cotton cambric based plain weave fabric. Kalamkari painting is the best specimen of natural colour artwork. Kalamkari is an art form of hand printing or block printing normally done on cotton fabrics using only vegetable dyes or natural colours.,"11348-1-(4).jpg, 11348-1-(2).jpg, 11348-1-(3).jpg","kalamkari prints, printed kalamkari, kalamkari printed fabric, printed fabrc, printed klamkari, hand printed fabric, kalamkari, kalamkari deisgn, fabric for kurtis, fabric for suits, fabric fot tops, fabrc for blouses, fabric for skirts, fabric for dresses, fabric for trouser, fabric for ethnic wear, red, 11348-1 ",no ,in_stock,published 
Kalamkari Print-4247219,Cotton Cambric ,Plain ,44 Inches ,"Lightweight/ Soft Feel/ Used for making suits, kurta, dresses, skirts, tops, blouses, kaftan, palazzo etc.",100% Cotton ,Multicolour,0.2,4247219,220 Per Meter ,220,cotton>prints-cotton | prints>traditional-ethnics | latest-fabrics | spring-summer,"Kalamkari printed cotton fabric is suitable for making dresses, skirts, kurta, kurti, traditonal ethnics, ethnic wear, tops, short kurta, tops, long dresses and more.",Kalamkari printed fabric is a cotton cambric based plain weave fabric. Kalamkari painting is the best specimen of natural colour artwork. Kalamkari is an art form of hand printing or block printing normally done on cotton fabrics using only vegetable dyes or natural colours.,"4247219-(4).jpg, 4247219-(2).jpg, 4247219-(3).jpg","kalamkari prints, printed kalamkari, kalamkari printed fabric, printed fabrc, printed klamkari, hand printed fabric, kalamkari, kalamkari deisgn, fabric for kurtis, fabric for suits, fabric fot tops, fabrc for blouses, fabric for skirts, fabric for dresses, fabric for trouser, fabric for ethnic wear, brown, 4247219",no ,in_stock,published 
Kalamkari Print-41389,Cotton Cambric ,Plain ,44 Inches ,"Lightweight/ Soft Feel/ Used for making suits, kurta, dresses, skirts, tops, blouses, kaftan, palazzo etc.",100% Cotton ,Multicolour,0.2,41389,220 Per Meter ,220,cotton>prints-cotton | prints>traditional-ethnics | latest-fabrics | spring-summer,"Kalamkari printed cotton fabric is suitable for making dresses, skirts, kurta, kurti, traditonal ethnics, ethnic wear, tops, short kurta, tops, long dresses and more.",Kalamkari printed fabric is a cotton cambric based plain weave fabric. Kalamkari painting is the best specimen of natural colour artwork. Kalamkari is an art form of hand printing or block printing normally done on cotton fabrics using only vegetable dyes or natural colours.,"41389-(4).jpg, 41389-(2).jpg, 41389-(3).jpg","kalamkari prints, printed kalamkari, kalamkari printed fabric, printed fabrc, printed klamkari, hand printed fabric, kalamkari, kalamkari deisgn, fabric for kurtis, fabric for suits, fabric fot tops, fabrc for blouses, fabric for skirts, fabric for dresses, fabric for trouser, fabric for ethnic wear, brown, 41389",no ,in_stock,published 
